text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"when it 's all wet , blue crush is highly enjoyable .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the spark of special anime magic here is unmistakable and hard to resist .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
fans of nijinsky will savor every minute of cox 's work .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it tries too hard , and overreaches the logic of its own world .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
this is n't a `` friday '' worth waiting for .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
lead provocatuers testud and parmentier give superlative performances,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the movie will reach far beyond its core demographic .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
a fascinating and fun film .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"but like most rabbits , it seems to lack substance .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"a pleasant enough movie , held together by skilled ensemble actors .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"a taut , intelligent psychological drama .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
diane lane shines in unfaithful .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it might be tempting to regard mr. andrew and his collaborators as oddballs , but mr. earnhart 's quizzical , charming movie allows us to see them , finally , as artists .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"this is a film well worth seeing , talking and singing heads and all .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
this time kaufman 's imagination has failed him .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the tone is balanced , reflective and reasonable .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
jagger the actor is someone you want to see again .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"watching scarlet diva , one is poised for titillation , raw insight or both .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"when it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
nothing more than a mediocre trifle .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"it 's hard not to be seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"acting , particularly by tambor , almost makes `` never again '' worthwhile , but -lrb- writer\/director -rrb- schaeffer should follow his titular advice",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"after seeing swept away , i feel sorry for madonna .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
watching it is rather like viewing a long soap opera in which only the first episode was any good .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"drags along in a dazed and enervated , drenched-in-the - past numbness .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"much of the way , though , this is a refreshingly novel ride .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"now it 's a bad , embarrassing movie .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the movie stays afloat thanks to its hallucinatory production design .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
escapism in its purest form .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"at its best , the good girl is a refreshingly adult take on adultery ...",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
a compendium of solondz 's own worst instincts in under 90 minutes .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"a thoughtful , provocative , insistently humanizing film .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
too bad the former murphy brown does n't pop reese back .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"dark and disturbing , but also surprisingly funny .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"the actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"morton is , as usual , brilliant .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
-lrb- fessenden -rrb- is much more into ambiguity and creating mood than he is for on screen thrills,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
the production values are up there .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
cliches are as thick as the cigarette smoke .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"it helps that the central performers are experienced actors , and that they know their roles so well .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ''",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
moderately involving despite bargain-basement photography and hackneyed romance .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
it 's a movie forged in the fires of chick flick hell .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
provide -lrb- s -rrb- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"a smart , sweet and playful romantic comedy .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"technically , the film is about as interesting as an insurance commercial .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"george , hire a real director and good writers for the next installment , please .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
pretentious editing ruins a potentially terrific flick .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
but what spectacular sizzle it is !,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
arnold 's jump from little screen to big will leave frowns on more than a few faces .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
steve irwin 's method is ernest hemmingway at accelerated speed and volume .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
consists of a plot and jokes done too often by people far more talented than ali g,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"there is a refreshing absence of cynicism in stuart little 2 -- quite a rarity , even in the family film market .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it 's predictable , but it jumps through the expected hoops with style and even some depth .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
a refreshingly authentic coming-of-age tale .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
much monkeyfun for all .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
has little on its mind aside from scoring points with drag gags .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
good movie .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
the movie gets muted and routine .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
at the bottom rung of the series ' entries .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"guided more by intellect than heart , his story flattens instead of sharpens .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
gloriously goofy -lrb- and gory -rrb- midnight movie stuff .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"meandering , sub-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
nothing about it fits .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
so lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"for a shoot - 'em - up , ballistic is oddly lifeless .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
it 's never a good sign when a film 's star spends the entirety of the film in a coma .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"still , this thing feels flimsy and ephemeral .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
director rob marshall went out gunning to make a great one .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
the voices are fine as well .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
there 's a vastness implied in metropolis that is just breathtaking .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a romantic comedy that operates by the rules of its own self-contained universe .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"while this film is not in the least surprising , it is still ultimately very satisfying .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
despite some gulps the film is a fuzzy huggy .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
credibility levels are low and character development a non-starter .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
but it pays a price for its intricate intellectual gamesmanship .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
a minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
too lazy to take advantage of its semi-humorous premise .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"in its ragged , cheap and unassuming way , the movie works .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
it 's also heavy-handed and devotes too much time to bigoted views .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
most new movies have a bright sheen .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
he simply presents his point of view that ayurveda works .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
... blade ii is more enjoyable than the original .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"thoughtful , even stinging at times , and lots of fun .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"working from elliott 's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"just one more collection of penis , breast and flatulence gags in search of a story .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
this is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
an eccentric little comic\/thriller deeply in love with its own quirky personality .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"needless to say , the dramatics that follow are utter hooey .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"thoughtful , provocative and entertaining .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
you 're better off staying home and watching the x-files .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"my oh my , is this an invigorating , electric movie .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
majidi gets uniformly engaging performances from his largely amateur cast .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"-lrb- gai -rrb- comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
an imaginative comedy\/thriller .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"based on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
provides an intriguing window into the imagination and hermetic analysis of todd solondz .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
it would n't be my preferred way of spending 100 minutes or $ 7.00 .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"so clichéd that , at one point , they literally upset an apple cart .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate-sports saga .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the sum of all fears is almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
