text,entailment,hypothesis,task,llama,base_nli,large_nli,base_debate,large_debate,base_modern,large_modern
"Colin Souney , a cannabis activist from Guilford who was scheduled to be part of a panel discussion , said legalization would reduce a burden on the state 's criminal justice system .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Though the state has only three years of data since legalization , “ when you look at the total picture , it does n’t appear we are any less safe than we were before , ” he said .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Now is the time to think about it because although it 's easy to thoughtlessly legalize a drug like marijuana , when things go predictably wrong down the road , it will be a lot harder to put the genie back in the bottle than people seem to think .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
HARTFORD – Advocates of reforming Connecticut 's drug laws are hoping for a big crowd at an informational hearing Tuesday on the legalization of marijuana .,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Furthermore , should California legalize marijuana , other entrepreneurs will inevitably attempt to enter the marketplace and game the system .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
Legalization solves all these issues and puts organized crime out of the cannabis business .,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"It 's time to take marijuana off the black market , end crime and violence related to marijuana trafficking , stop wasting money and ruining lives by prosecuting victimless crimes , reduce prison populations , increase tax revenue , allow sick people their medicine , let farmers grow marijuana and hemp , and give responsible adults their freedom by legalizing it . """,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Legalization of marijuana would further shift the culture to more of a "" anything goes "" mentality .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
The United States ’ experiment in marijuana prohibition has failed spectacularly .,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
There is reason even for people who oppose the use of marijuana to support its legalization : legal substances can be controlled in ways illegal ones can not .,0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
"Advocates of legalization contend that by making the substance less profitable for criminals , it will decrease the violence associated with the trade .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Although those who oppose the legalization of marijuana have every reason to believe that further , legitimate scientific research will confirm the dangers of its use , no side should try to thwart the sober judgment of the national legislature and sister states .",1,the author of this text supports legalizing marijuana,stance,0,0,1,1,1,1,0
"If the amendment passes you could expect : - Patients with Cancer , Parkinson ’s , MS , ALS , AIDS , and PTSD to be eligible to use marijuana - Doctors would be allowed to prescribe marijuana within nine months .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,0,1,1
"Children could be exposed to ads promoting marijuana gummy candy and brownies , the same products blamed for a spike in emergency room visits in Colorado .",0,the author of this text opposes legalizing marijuana,stance,1,1,0,0,0,0,0
Legalization of marijuana would also inflict a series of negative consequences on neighborhoods and communities .,0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
"And while many supporters of legalization say that marijuana is less dangerous than other drugs , 30 % of opponents have the opposite view : They point to the dangers of marijuana , including the possibility of abuse and addiction .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"Legalizing marijuana will end that violence , much like ending alcohol prohibition ended the violence of the illegal alcohol economy .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"summed up this mind-set during a speech at the Heritage Foundation last year when he said that "" relaxing [ marijuana ] laws clearly leads to more teenage drug use .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
Marijuana legalization means more drugged driving .,0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
"In more than a dozen states , including California , Massachusetts , and New Jersey , medical marijuana use is already legal under certain guidelines .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Sure , there is a difference between the marijuana use of a "" pothead "" and Oprah Winfrey , but we should n't continue punishing the moderate users .",0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
Most people talk about legalizing pot as if it were no worse than alcohol -- as if no one has ever died as the result of using marijuana .,0,the author of this text opposes legalizing marijuana,stance,1,0,0,0,0,1,0
"Legalization , then , could increase societal and financial costs for treating those who are introduced to heavier drugs by smoking marijuana .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
Anonymous says2013-03-13T16 :48:17.497 Report Post i dont think tht it should be ligalized it kills many people everyday KLL MARIJUANA FOR KILLING INNOCENT PEOPLE Anonymous says2013-03-20T14 :07:21.457 Report Post marijuana is very stupid and gets you high Anonymous says2013-03-25T08 :53:30.950 Report Post Seriously ?,1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
Marijuana ’s illegal status “ keeps potential drug users from using ” marijuana in a way that no legalization scheme can replicate “ by virtue of the fear of arrest and the embarrassment of being caught . ”,1,the author of this text supports legalizing marijuana,stance,0,1,1,1,1,1,1
Those ( including this newspaper ) who have argued that legalisation is better than prohibition will welcome the beginning of the end of the futile war on weed .,0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
"The prolegalization forces say they aim to create a regulated and taxed market , removing marijuana sales from the criminal sphere .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"“ Proposition 64 finally creates a safe , legal and comprehensive system for adult use of marijuana while protecting our children , ” said the ballot argument , whose signers include Donald O. Lyman , former chief of chronic disease and injury control for the state Department of Public Health , and Stephen Downing , former deputy chief for the Los Angeles Police Department .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"“ If we already have legal substances out there that are intoxicating and problematic , we have our DUI ’s , and we have our lung issues and we have our secondary issues through cigarette smoking , why would we legalize something else that we know to be an intoxicating substance , directly affect your brain and your cognitive function .",0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
"With the majority of Americans agreeing that marijuana should be legalized , we 've gathered up eight reasons why those who are still on the fence about the natural plant should possibly reconsider their feelings .",0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
"Shannon McPherson , a social worker , said marijuana legalization has “ been bad for the whole Pueblo community . ”",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"That is honestly an absurd assumption ; Many work forces if/when marijuana becomes legal wo n't allow their employees to be high ; and there may or may not be drug tests too.Whether or not some still do , they would n't go ' too stoned ' enough to loose their jobs .",1,the author of this text opposes legalizing marijuana,stance,1,0,1,1,1,1,1
"County courts — the lower-level venues that normally handle misdemeanor crimes — saw a dip in new criminal cases filed between the 2012 fiscal year and the 2013 fiscal year , coinciding with voters ’ approval of legalization .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"He ’s trying to make the point that because marijuana is illegal , there are more consequences when smoking marijuana , than if it was legalized .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
Fatalities doubled in marijuana-related car crashes after legalization in Washington state .,1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"The more one examines the evidence , the less it seems there is any reason at all for cannabis prohibition to remain in place .",0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
"Three of the commission members would be representatives of current , nonprofit medical-marijuana dispensary companies ; presumably , they would not be in a rush to create a whole bunch of new competition for themselves .",1,the author of this text supports legalizing marijuana,stance,0,0,1,1,1,1,1
The decision by America ’s most reputable paper to take such a stand shows both the overwhelming evidence in support of legalization and the shifting status quo toward acceptance of new drug policies .,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"Jason Medar , leader of Arizonans for Mindful Regulation , submitted seven arguments to the state opposing the legalization initiative .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"Under the measure , the age to legally consume marijuana in California would be 21 , but it would be naïve to assume that easier availability would not have a trickle-down impact and that the drug would find its way to those under legal age .",1,the author of this text supports legalizing marijuana,stance,0,1,1,1,1,1,1
Legalization of marijuana could eventually lead to the legalization of harder drugs or all drugs altogether .,1,the author of this text supports legalizing marijuana,stance,1,0,1,1,1,0,1
Keeping marijuana illegal will undoubtedly keep many young people from using it .,1,the author of this text supports legalizing marijuana,stance,0,1,1,1,1,0,1
"If the heavy taxation of cigarettes is unable even to come close to making up for the health and other costs associated with their use , it seems doubtful at best that marijuana taxes would be sufficient to cover the costs of legalized marijuana — especially considering that , in addition to the other dangers of smoking marijuana , the physical health effects of just three to four joints are equivalent to those of an entire pack of cigarettes .",1,the author of this text supports legalizing marijuana,stance,1,0,1,1,1,1,1
"Most people understand that correlation and causation are not the same thing , but this fact seems lost on many politicians arguing against marijuana reform .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"“ Unlike medical marijuana , I have serious concerns on whether or not the benefits of recreational marijuana outweigh the drawbacks . ”",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"Where your position stands is up to you but , to me ; legalizing marijuana is going to be beneficial to lots of people including the government , homeless , sick , and elderly people .",0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
He said any new tax revenue from marijuana would be offset by higher public health costs .,1,the author of this text supports legalizing marijuana,stance,1,0,1,1,1,1,1
"Alexandra Datig , a political activist , business consultant and prominent opponent to drug legalization , said : We must not allow the marijuana activists to sell us on the idea that intoxicating California with marijuana is somehow going to help our productivity , make our schools safer , our communities stronger and our lives healthier .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
The legalization of marijuana would create another item that could be taxed .,1,the author of this text opposes legalizing marijuana,stance,1,0,1,0,1,1,1
"Borghesani added , “ What I think the archdiocese is missing is the terrible harm that ( marijuana ) prohibition has done to people of color , to people who have chosen a substance that is less dangerous than alcohol and have had their lives ruined because they ’ve been arrested . ”",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
Legalization will pose a challenge for law enforcement in determining truly impaired driving from marijuana .,1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"On the other hand , some supporters think changing the perception of marijuana from a party drug to a medication might make it less attractive to teens wanting to defy or rebel .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,0,1,1
"Insys has said it opposes legalization because federal regulators have not approved marijuana for medical use and because the proposed law “ fails to protect the safety of Arizona ’s citizens , and particularly its children . ”",0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
Current law requires a doctor ’s prescription to procure marijuana ; full legalization would likely spark an even more acute increase in crime .,0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
"I believe it should still be illegal ... If you 're getting high in Colorado today , enjoy it till January 2017 because I will enforce the federal laws against marijuana as President of the United States ... I believe that it does damage to the brain and I think there 's plenty of evidence that proves it .",0,the author of this text opposes legalizing marijuana,stance,0,0,0,0,0,0,0
Alaska 's experiment with legalization in the 1970s led to the state 's teens using marijuana at more than twice the rate of other youths nationally .,1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
""" It 's time to stop punishing adults who use marijuana responsibly . """,1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
"And it if it works and it turns out that the presence of recreational marijuana makes them a more prosperous state ... well heck , we may just all want to reach out there and grab that .",1,the author of this text opposes legalizing marijuana,stance,1,1,1,1,1,1,1
""" Marijuana prohibition has failed and it is time for a new approach to marijuana , "" they wrote .",0,the author of this text supports legalizing marijuana,stance,0,0,0,0,0,0,0
Legalizing marijuana would also lead to negative effects on families .,1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
"The Administration — widely viewed as more liberal than any other in recent memory and , for a time , as embodying the hopes of pro-legalization activists — has weighed the costs and benefits and concluded that marijuana legalization would compromise public health and safety .",1,the author of this text supports legalizing marijuana,stance,1,1,1,1,1,1,1
Not true : The typical minimum wage worker is not a high school student earning weekend pocket money .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Increasing the minimum wage reduces the likelihood of upward mobility .,0,the author of this text opposes the minimum wage,stance,0,0,1,0,0,0,0
"Mark J. Perry , PhD , of the American Enterprise Institute states that "" the attraction to higher wages from minimum wage legislation reduces high school completion rates for some students with limited skills , who are then disadvantaged with lower wages and career opportunities over the long-run if they never finish high school . """,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
We will start by assuming that the supply and demand curves for labor will not change as a result of raising the minimum wage .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"The Fair Labor Standards Act ( FLSA ) , which was introduced to Congress in 1937 , aimed to eliminate sweatshop conditions by establishing a minimum wage , a maximum work week , and outlawing child labor .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"What ’s less clear is why , if a general minimum wage hike actually would be so abjectly terrible for businesses , the restaurant trendline is moving away from the existing model — reliant on tips — and towards one built around a higher base wage .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,0,1
That is why Dube recommends that state and local governments set minimum wages that take into account local wages and local price levels .,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,1
Raising the minimum wage would increase school attendance and decrease high school drop-out rates .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,0,1
Supporters of increasing the minimum wage also contend that such a move would act as economic stimulus .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
A recent survey of economists by the University of Chicago showed that a narrow majority of respondents believe a rise in America ’s minimum wage to $ 9 per hour would make it “ noticeably harder ” for poor workers to find jobs .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Minimum wage laws have never worked in terms of helping the middle class attain more prosperity ... I do n't think a minimum wage law works . """,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"And even if the local experiments are successful , I think that targeted living wage initiatives are a better idea than a federal minimum wage .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"In constant dollars , the minimum wage that was worth $ 7.25 in 2009 is now worth $ 6.67 , due to the increased cost of living .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,0,1,1
"Smaller minimum wage hikes in the past were n’t too damaging , but $ 15 is uncharted territory .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"It is true , as conservative commentators often point out , that some minimum-wage workers are middle-class teenagers or secondary earners in fairly well-off households .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Raising the federal minimum wage to $ 15 an hour is a simple and effective way to fight growing inequality and empower working people to provide a decent life for their families . """,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
Supporters of minimum wage also believe that a minimum wage stimulates consumption and thus puts more money into the economy by allowing low paid workers to spend more .,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"Economists ' opposition to specific minimum-wage hikes is sometimes due to concerns that politicians will impose recklessly high wage-floors , which firms may find difficult to absorb without laying people off .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Looking at the argument from this perspective , the proposed increased wage to $ 15 will provide a living wage .",0,the author of this text supports the minimum wage,stance,0,0,1,0,0,0,0
It seemed like an uncontroversial claim ; even supporters of the Fight for $ 15 said they would be willing to pay a bit more to give workers a living wage .,0,the author of this text supports the minimum wage,stance,0,1,0,1,1,1,0
"In a time when the median income for women is 78 % of the national median income , and African Americans and Hispanics make 67 % and 79 % of the median income respectively , increasing the minimum wage is necessary to create a more equitable income distribution for disadvantaged groups .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
The cost of a higher wage is borne by employers and consumers – and by the unfortunate people who end up not working because of it .,0,the author of this text opposes the minimum wage,stance,0,1,1,0,0,1,0
""" Policymakers will compound the damage of a $ 15 minimum wage by arbitrarily targeting businesses with a recognizable brand for uniquely-harsh wage mandates , "" Michael Saltsman , the Washington , D.C.-based institute 's research director , said in a statement .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Proponents of minimum wages argue that giving workers more disposable income puts money back into the economy , which in turn creates jobs .",0,the author of this text supports the minimum wage,stance,0,0,1,0,0,0,0
"It also found that "" minimum wages may harm the least skilled workers more than is suggested by the net disemployment effects estimated in many studies . """,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Raising minimum wage means some of these people would be able to better support themselves without leaning as heavily on social programs and this would ultimately mean lower taxes or a reallocation of those funds to support other needs .,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"Myth 4 : “ The minimum wage is the highest it has ever been , so we do n’t need to increase it . ”",1,the author of this text supports the minimum wage,stance,1,1,1,0,0,0,1
They disputed Messrs Card and Krueger ’s findings for New Jersey and argued that a comparison of different states over time showed that higher minimum wages hurt jobs .,0,the author of this text opposes the minimum wage,stance,0,1,0,0,0,0,0
"For starters , I had never considered the diversity of minimum wage earners — this swath of the workforce is made up of teenagers working first jobs , older workers supplementing their income and , yes , people who are truly struggling to make ends meet .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
And President Obama threw his support behind a bill that would increase the federal minimum to $ 10.10 an hour and require it to rise with the cost of living .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"After all , there are millions of workers making $ 8 or $ 9 an hour assembling burgers or changing sheets who might be affected by a hike .",1,the author of this text supports the minimum wage,stance,1,0,1,1,0,1,1
"More opportunity for jobs : If these minimum wage employees are spending more , then businesses are earning more and need to hire more employees to keep up with the increased sales from the minimum wage employees who are buying more .",0,the author of this text supports the minimum wage,stance,0,1,1,1,0,0,0
"“ A minimum wage increase at the federal level will help even out the playing field a little bit , ” she said .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"A higher minimum wage , they claim , would be too heavy a burden on employers , especially small business owners .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Businesses are sometimes forced to hire fewer employees because they must pay minimum wage .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Thomas Grennes , MA , Professor Emeritus at North Carolina State University , and Andris Strazds , MSc , Lecturer at the Stockholm School of Economics in Riga ( Latvia ) , stated : "" the net effect of higher minimum wages would be unfavorable for impoverished households , even if there are no job losses .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Teens who live in poverty are twice as likely to miss three or more days of school per month compared to those who do not ; thus raising the minimum wage and lifting families out of poverty would mean children would miss fewer school days .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"A raise for minimum wage earners will put more money in more families ' pockets , which will be spent on goods and services , stimulating economic growth locally and nationally .",0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"In other words , while jumping straight to $ 15/hour might be too drastic a change , with planning and patience , even by more conservative estimates it seems doable .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,1,1,1
"Fewer Hirings : If business must pay their minimum wage employees more , they can not afford to hire as many employees .",0,the author of this text opposes the minimum wage,stance,1,1,1,0,0,1,0
"Thus , minimum wage is more often imposed on the sixteen-year-old worker with his first job than on people who would otherwise be unemployed .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"And given how low the federal minimum wage is in terms of its purchasing power , it would stand to reason that there ’s a lot of room to increase it before any adverse effects to the economy set in .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,1,1,1
It is commonly argued that raising the minimum wage will hurt businesses by making them less profitable and decreasing their value to shareholders .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Raising the minimum wage would disadvantage low-skilled workers .,0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
I can think of only one good reason : that increasing the minimum wage so dramatically will damage the economic prospects of millions of vulnerable people .,0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
"Source : American Bridge , "" The Real Rand Paul : Paul Claimed That Raising the Minimum Wage Hurts ' Minorities and Kids , ' "" americanbridgepac.org , Mar. 27 , 2015 [ Editor 's Note : In 2014 , Senator Paul voted against the Minimum Wage Fairness Act ( S. 2223 ) , which would have raised the federal minimum wage to $ 10.10 after two years . ]",1,the author of this text supports the minimum wage,stance,1,1,1,0,0,1,0
"Economists have tended to oppose minimum wages on the grounds that they reduce employment , hurting many of those they are supposed to help .",1,the author of this text supports the minimum wage,stance,1,0,1,1,1,1,1
"Ninety-two percent of Democrats , 71 percent of independents and 43 percent of Republicans said they supported raising the federal minimum wage to $ 9.00 an hour and indexing future increases to inflation .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"A 2014 study found that raising the Californian minimum wage to $ 13 an hour would increase the incomes of 7.5 million families , meaning fewer would live in poverty .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Supporters of the minimum wage say it increases the standard of living of workers , reduces poverty , reduces inequality , boosts morale and forces businesses to be more efficient .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"The better approach , according to minimum wage hike opponents , is to put money into education and job preparedness plans , which they say have proven success records .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Myth 3 : “ The minimum wage is for part-time workers , and people are n’t relying on it to actually support a household . ”",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
Dube and his collaborators have concluded that modest minimum wage hikes do n’t appear to reduce employment levels .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,0,1,1
Establishing a minimum wage in the United States helped do away with sweat shops and insures that people are paid properly for their work .,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"And even if you break your back working in today ’s low-wage economy , it ’s exceedingly difficult to raise yourself up by the bootstraps ; it ’s all but impossible to put yourself through school or save enough money to start a business if you ’re making anything close to $ 7.25 an hour .",0,the author of this text supports the minimum wage,stance,0,1,1,1,0,0,0
"Minimum wage laws prevent mutually advantageous , voluntary labor agreements between employers and employees from taking place .",0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
"Recent polls find that Americans strongly support ( seventy-three per cent in favor , twenty-five per cent against ) raising the minimum wage to $ 10.10 .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Source : Bernie 2016 , "" A Living Wage , "" berniesanders.com ( accessed Nov. 23 , 2015 ) [ Editor 's Note : In 2014 , Senator Sanders voted in favor of the Minimum Wage Fairness Act ( S. 2223 ) , which would have raised the federal minimum wage to $ 10.10 after two years . ]",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
Part-time workers making minimum wage could be given full-time opportunity to help save an employer the cost of hiring and training new employees .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Another 2013 study by Suzana Laporšek of the University of Primorska , on youth unemployment in Europe claimed there was "" a negative , statistically significant impact of minimum wage on youth employment . """,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"But most of their colleagues disagreed ; and until about 1990 , most empirical studies found that higher minimum wages cost jobs , particularly among young workers .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"“ In sum , "" they wrote , "" we view the literature — when read broadly and critically — as largely solidifying the conventional view that minimum wages reduce employment among low-skilled workers .",0,the author of this text opposes the minimum wage,stance,1,1,1,0,0,0,0
"The Fair Labor Standards Act , which set a national minimum wage of twenty-five cents an hour , in 1938 , and also abolished most child labor , “ constitute [ d ] a step in the direction of communism , bolshevism , fascism , and Nazism , ” according to the National Association of Manufacturers .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,0,1
"Some workers , most likely those whose previous wages were closest to the minimum , will enjoy higher wages .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
The $ 1.60 hourly minimum wage of 1968 would be around $ 10.50 if it had been indexed for inflation .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"In fact , the most current research shows that a higher minimum wage does increase unemployment ; however , the more important economic reality is that a higher minimum wage increases the cost of low-skilled labor .",0,the author of this text opposes the minimum wage,stance,1,0,1,0,0,0,0
"Economists are generally in agreement that increases in the minimum wage , especially large increases to $ 15 an hour like in Seattle , will reduce employment opportunities for unskilled workers .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Myth : Increasing the minimum wage is bad for the economy .,0,the author of this text supports the minimum wage,stance,1,0,1,0,0,1,0
"Economist Thomas Sowell sums it up well : “ The net economic effect of minimum wage laws is to make less skilled , less experienced , or otherwise less desired workers more expensive — thereby pricing many of them out of jobs . ”",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Actually , there ’s a big reason to think that a federal minimum wage is n’t a good policy in general .",0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
Another reason minimum wage may not affect employment in certain industries is that the demand for the product the employees produce is highly inelastic .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,0,1,1
"Opponents say that many businesses can not afford to pay their workers more , and will be forced to close , lay off workers , or reduce hiring ; that increases have been shown to make it more difficult for low-skilled workers with little or no work experience to find jobs or become upwardly mobile ; and that raising the minimum wage at the federal level does not take into account regional cost-of-living variations where raising the minimum wage could hurt low-income communities in particular .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Despite the inevitable negative outcomes that will surely result from a $ 15 minimum wage – we ’ve already seen negative effects in Seattle ’s restaurant industry – politicians and unions seem intent on engaging in an activity that could be described as an “ economic death wish .,0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
"Matthew Rousu , PhD , Associate Professor of Economics at Susquehanna University , wrote in a 2014 article that the federal minimum wage "" has a devastating impact on teenagers "" because firms will not pay many young workers with no skills or experience minimum wage , let alone a higher wage .",0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
A 2015 study found that the decrease in the inflation-adjusted value of the minimum wage since the 1980s has been a contributor to America 's high levels of inequality .,1,the author of this text opposes the minimum wage,stance,1,1,1,0,1,1,1
Since 2009 — the last time the minimum wage was increased — the dollar has lost a full 8 percent of its purchasing power due to inflation .,1,the author of this text opposes the minimum wage,stance,1,1,1,0,0,1,1
But let ’s not lock millions of people out of entry-level employment by raising the minimum wage to $ 15 an hour .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
The current minimum wage is not high enough to allow people to afford housing .,0,the author of this text supports the minimum wage,stance,0,1,1,1,0,1,1
"A 2014 study of 400 US Chief Financial Officers ( CFOs ) by Campbell Harvey , PhD , J. Paul Sticht Professor of International Business at Duke University , found that 70 % of CFOs would "" increase contracting , outsourcing , or moving actual production outside the United States "" if the minimum wage were raised to $ 10 an hour .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"In fact , both theory and actual study have shown pretty conclusively that when the minimum wage is increased , everyone making within 150 % of the new minimum ultimately sees a corresponding increase .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,1,1,1
"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would “ throw all substandard or marginal workers out of employment as a burden to society , ” while Battle presented letters from two different businesses claiming low-skill workers – or “ those who are not sufficiently competent to earn their pay ” – would quickly lose their jobs once the law was passed .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"If minimum wage is raised , that means that people are able to spend more money .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
What is generally agreed upon by all parties is that the number of individuals relying on the minimum wage in the United States is less than 5 % .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Costco ’s CEO , by the way , supports President Obama ’s effort to raise the minimum wage to $ 10.10 an hour .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
But many minimum wage workers are not working to support a family .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,0,1,1
"Alabama , Louisiana , Mississippi , South Carolina and Tennessee have no state minimum wage , relying solely on the federal minimum wage for workers who are covered by the Fair Labor Standards Act .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
Raising the federal minimum wage is an important part of strengthening the economy .,0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
But it ’s still important to remember that raising the minimum wage ultimately really only hurts one group : major corporations and the assholes in charge of them .,0,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
