task,premise,entailment,hypothesis,validation_source,base_nli,large_nli,base_debate,large_debate,llama,base_modern,large_modern
firearms,"Three gunmen using AK-47 assault rifles ambushed a U.S. military jeep in Chilibre, north of Panama City.  One soldier was killed, another seriously wounded.  The M-20 was suspected.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"An explosive device went off 100 meters outside the residence of the Russian government envoy in Gudermes, Chechnya. The blast did not result in any deaths or injuries. Two local residents, out past their  'curfew' were held in connection with the incident.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Manoon Mudlah, a policeman, was shot and severely injured on his way to work in Songkhla Province.  He was parking his motorcycle in Saba Yoi District to catch a bus to Muang District when two men on another bike opened fire on him.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"An explosion injured one person and caused light damages at the offices of the Union of Swiss Banks in Geneva.  Credit for the bombing was claimed by the Movement of the Third of October, an organization of Armenian extremists, which also has claimed credit for the bombing of the Palace of Justice on November 4.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"John McColgan, a Catholic taxi driver, was shot and killed by a Loyalist Volunteer Forces (LVF) gunman.  The act is part of a wave of violence associated with the peace process.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,FEDERAL REPUBLIC OF GERMANY.  Unidentified saboteurs set off eight explosives at six British military bases in West Germany.  The blasts slightly injured a woman soldier and caused structural damage.  A ninth charge failed to go off in Moenchengladback.  In October the IRA claimed the bombing in West Germany to establish our ability to strike at British imperialism anywhere at any time.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
fire or firebomb,"Nikhompitakraj school, a school run by Border Police in Yala province's Than To District was slightly damaged in a pre-dawn arson attack. The school was slightly damaged, but neighboring villagers helped put out the fire.",3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,3
explosives,"According to the Israeli newspaper Ma'ariv, a report was released stating that Islamic Jihad fired a rocket from Janin toward Israeli territory.  The rocket reportedly launched, however hit the earth shortly after being fired.  No injuries or damage were reported.  The article did not mention the source of the report.NOTE: Incident date is approximate.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
fire or firebomb,An explosion at the Banco Atlantico on San Agustin Street (city unknown) caused a fire which damaged the cash dispenser at the bank's entrance.,3,This text describes an arson attack.,gpt-4o-2024-11-20,1,1,1,1,2,3,1
explosives,"An unknown person threw a hand grenade at Armenian journalist Mark Grigorian while he was on a street near his home.  He suspects he was targeted for reporting about an incident that involved the President's bodyguards in September 2001, where he alleged that they killed a citizen who approached the President on the street.  He suspects that he was also targeted for his efforts in exposing government corruption.  The journalist was not injured in the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,2
explosives,"On 6 November the Martyr Ibrahim Abu-Ulbah unit of the National Resistance Brigades, which is affiliated with the Democratic Front for the Liberation of Palestine, claimed it launched two upgraded Muqawamah rockets at Kibbutz Kefar Aza. No human or material losses were reported. The group argued that the bombing was in response to the continued Israeli violations, and to show adherence to the path of intifadah and resistance until the occupation is defeated.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
explosives,"FEDERAL REPUBLIC OF GERMANY.  While an American family of five was attending a local festival 100 yards away, a bomb exploded under their car which was parked in a parking lot in Hanau.  The car bore U.S. military license plates.  No one was injured by the blast.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A bomb exploded outside the police headquarters in Kirkuk, wounding thirteen people.  Attacks on police are frequent in Iraq.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen with the Taliban attacked the car of Nawar district administrative chief Muhammad Ali.  His bodyguard was injured in the attack, but Ali was unharmed.  The Taliban claimed to have killed several policemen guarding Ali in the attack.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
fire or firebomb,A petrol bomb was thrown at a Police Service of Northern Ireland (PSNI) vehicle on Rossville Street in Londonderry.  The attack took place after the police came to respond to an earlier attack at a commercial premises on Butcher Street.  There were no reported injuries.  This is one of three petrol bomb attacks in the city on this evening.,3,This text describes an arson attack.,gpt-4o-2024-11-20,1,3,1,3,2,1,1
explosives,"A roadside bomb exploded in Kifl, near Najaf, killing one person and wounding five others. The attack may have had sectarian motivations.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"Two Qassam rockets were fired at the Sederot settlement. The attack did not cause any casualties or damage. The attack was claimed by the military wing of Hamas, in retaliation for recent Israel Defense Forces (IDF) raids of Palestinian settlements, the arrest of many Palestinian militants, and the assassination of several Hamas members. The attack was one of several on this day and one of hundreds fired over the three day period from July 15 to July 17 in retaliation for IDF raids in Gaza. The attack comes amid a period of increased violence and tension in the region and in the lead up to the Gaza pullout.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,2,2,1,1
explosives,Two railway engineers were slightly injured when a bomb exploded inside of an empty train carriage.  This is one of a spate of attacks in the area on this day targeting public transportation and utilities.Ref #10957,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
fire or firebomb,Radical students firebombed the USO building in Seoul. There were no injuries reported.,3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,2,3,2,1,3
explosives,Two people were killed and twelve others wounded when a suicide-bomber driving an explosive-laden mini-bus attacked the entrance to Kandahar airport.  One of the dead was an Afghan soldier while the rest of the casualties were civilians.  The Taliban claimed credit for the attack.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A bomb exploded at a tax office in the city center of Ajaccio in Corsica.  Only slight damage was reported.  The Corsican National Liberation Front (FLNC)-Historic Wing claimed responsibility.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"A group of unidentified gunmen opened fire at a teachers' housing unit, injuring one man, Sunthorn Nilwisut who is a teacher at the Ban Kalubee school in Sako.  The victim was reported to be in stable condition at the hospital.  This incident took place in Sunai Padi, where thirteen teachers live.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"On October 4, 2008 a 5kg bomb exploded outside a courthouse in the town of Tolosa in the Basque Country. The blast caused damage to the courthouse but no casualties.ETA warned the authorities of the attack prior to the blast.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,Sinn Fein has accused loyalists of planting a bomb under a taxi owned by a former Republican prisoner.  The car bomb was defused.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"Gunmen opened fire on a vehicle carrying Brigadier General Ayad Fadil, the administration manager of the criminal evidences directorate, and Colonel Abdul Kareem Abdul Abbas of the same office.  The incident wounded both men and occurred as the two traveled in the Zayuna neighborhood of Baghdad.  Attacks on police are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A school was bombed, destroying three classrooms in the Chin Village of Posht Rod District of Farah Province.  No casualties were reported.  Local officials blamed the Taliban for the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,3
explosives,"The Corsican National Liberation Front (FLNC) 22 October sect claimed responsibility for an attempted attack targeting a local tax office in Aix-en-Provence in mainland France.  During the attempted attack, one member of the FLNC, Lisandru was killed while planting the bomb.  In their statement of claim, the FLNC writes, we will continue your struggle to the end referring to their fallen comrade.  In May 2006, eight people were arrested in connection with this attack.  Two were found in Corsica and two were in the Ain department in eastern France.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen opened fire on two local government officials, killing a defense volunteer and wounding a member of the Provincial Administration Organization. The two were traveling by car. The attack occurred in southern Thailand's turbulent Narathiwat province.  Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2000 people have perished from the violence.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,A bomb exploded at the Portugal-Poland Friendship Association.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,One person was injured in a large bomb blast against the city government's headquarters.  A government spokesman suggested the attack was an effort to destabilize the Loya Jerga (grand tribal council) process.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
fire or firebomb,"FEDERAL REPUBLIC OF GERMANY.  The Robert E. D. Straker Commando of the Territorial Resistance Army claimed credit for leaving a five-liter can of combustible liquid which burst into flames in the Aeroflot office in Frankfurt.  The group's communique said it would continue its struggle against left-wing and right-wing extremist parties, communists, fascists, left-wing and right-wing terrorists.",3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,3
explosives,"Several mortars were fired in the Netzarim area.  No one was injured, and no damage was caused.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,2,1
explosives,"The armed wing of the Popular Resistance Committees claimed launching a rocket attack on the Kissufim crossing.  No damage or injuries were reported.  The group, in a joint attack with the Al-Aqsa Martyrs Brigade, also attacked the Israeli settlement of Sederot on this day.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
explosives,"An explosion targeting police officers in Baydhabo resulted in the wounding of one civilian, but no casualties to police forces.  Attacks on police forces are common in Somalia.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Unidentified individuals fired a rocket at the Romanian Embassy in Beirut, causing material damage but no casualties. Since Abu Nidal had condemned a meeting in Romania between Israeli pacifists and members of the PLO, the group is suspect.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
explosives,A police vehicle was damaged by a roadside mine in the Imam Sahib District of Kunduz Province.  No casualties were reported.  The Taliban claimed credit for the attack and claimed seven police killed.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"On July 18, 2005, suspected Taliban militants shot at and injured a female electoral worker, who was helping to register Afghan women to vote.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,"A car bomb was detonated at the entrance to the Mahane Yahunda market in Jerusalem, killing the occupants of the Fiat 127 and twenty four people.  The Palestinian Islamic Jihad (PIJ) claimed responsibility for the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"Three unidentified assailants threw a hand grenade into the headquarters of the Cumhuriyet newspaper, in the Sisli neighborhood in Istanbul.  This was the second such device to be thrown at the premises; the first was on 5 May.  The grenade exploded but caused no casualties and only minor damages.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,An improvised explosive device was detonated at a passing by police patrol in Askari district of Kirkuk. One policeman was wounded in the explosion.Al-Askari is a district mostly inhabited by former army officers and NCO's. The most prominent insurgent group in the area is Al-Naqshabandi Method Army which a group based in the western region of Kirkuk. The fact that most residents are former army personnel could make it easier for the group to operate in the area.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,An explosive blast that occurred in a banana shop in Balikesir Province killed one person and injured six others.  The banana shop was located in a busy marketplace.  No further information is available.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Two Pakistanis and one Afghan truck driver, transporting oil to US forces were shot and killed.  Their vehicles were destroyed as well.  The area is considered a stronghold of the Taliban.  However, the perpetrator is still unknown.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,"The chief representative of the PLO and Al Fatah in Paris, Dr.  Mahmoud Hamshari, also head of Black September, was fatally wounded when he answered his telephone; a bomb attached to the table below it exploded and wrecked his Paris apartment.  He lived long enough to tell police that the bomb was actuated by a beeper sounded into the phone by the caller.  Palestinian sources blamed Zionist groups for the attack.  The Israeli intelligence Service's Wrath of God was suspected.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"An explosive device detonated in a car belonging to Aissa Dermouche, one of France's first Muslim prefects, in the city of Nantes.  Dermouche was born in Algeria and was named prefect of the eastern department of Jura only two days earlier.  The explosive detonated in the middle of the night and no one was injured.  On 9 March, twelve people were placed in police custody in connection with this attack.  All twelve of these arrested are members of a radical right-wing movement.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A bomb hidden in a bag exploded outside a secondary school in Jbela, south of Baghdad, killing a student and wounding six others.  Attacks on educational institutions are frequent in Iraq, as militants attempt to disrupt the country's reconstruction.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,The Israel Defense Forces (IDF) discovered and safely detonated an explosive device near the Rafah crossing.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Three large explosive devices were planted at holiday villas in Coggia.  One of the bombs exploded, partially destroying one of the homes owned by a resident of mainland France.  The other two devices were discovered and defused by authorities before they could cause any damage.  The bombs were made of a mixture of 80-100 kilograms of nitrate oil and dynamite.  The acronym FLNC (Corsican National Liberation Front) was found written on the walls of the homes.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,Eight North African men were injured by shotgun blasts fired from a passing car.  The attack was racially motivated.  The police killed one attacker during the pursuit that followed the incident and arrested two others.  They were all European Frenchmen.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,4
explosives,"A pizzeria was completely destroyed by an explosive device in Biguglia, in Haute-Corse department.  The device consisted of a fire extinguisher, filled with explosive substance.  It was placed at the front door of the restaurant in the middle of the night, where it detonated.  There were no reported injuries.  The group, Clandestini Corsi, claimed responsibility for this attack on 29 May.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"FEDERAL REPUBLIC OF GERMANY.  A bomb attack was carried out against the Turkish Consulate General in Muenster on Christmas morning. The force of the explosion tore the entrance door, secured with bullet-proof glass, off its hinges, but caused no further damage.  The explosive was a simple, so-called fuse bomb, detonated by a fuse wick, used in firecrackers.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
fire or firebomb,Members of ETA burned a French ice cream stand in Tolosa.,3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,3,3,3
fire or firebomb,Three Blockbuster video stores in different areas of Rome were attacked with Molotov cocktails and stones in an apparently coordinated assault.  All three incidents occurred within the space of five minutes.  Only one store was damaged.,3,This text describes an arson attack.,gpt-4o-2024-11-20,1,1,2,3,2,3,1
explosives,"A roadside bomb targeting a police patrol in Baghdad killed one policeman and wounded three others.  Three civilians were also injured.  Attacks on police are frequent in Iraq.The Islamic State of Iraq, formerly the Mujahideen Shura Council, claimed responsibility for detonating a car bomb near two police patrols in the al-Mustansariyah area of Baghdad on this day.  The group stated that six police were killed in the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,The opposition Democratic Action Party Perak state headquarters were torched in a late-night firebombing attack. Two men on a motorcycle reportedly tossed explosives into the office. The DAP had been elected to power in Perak state.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,3,3,3,3,2,1,3
explosives,"(5th of 6 attacks)Insurgents planted six bombs throughout southern Thailand's restive Yala province and detonated them.  The fifth blast took place alongside Pipathpakdi road in a shop.  A nearby shop's owner received a warning call and everyone was evacuated before the bomb detonated.  There were no casualties.Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2500 people have perished from the violence.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,3,1
fire or firebomb,Unidentified gunmen set fire to the house of a civilian at Arin-Dardpora in Baramullah.,3,This text describes an arson attack.,gpt-4o-2024-11-20,2,2,2,3,2,3,3
firearms,"Journalist Alisher Saipov was shot and killed at point blank range outside his office in Osh, Kyrgystan on the evening of October 24. Saipov reported for Voice of America's Uzbek language service on sensitive political issues throughout Central Asia. According to the Kyrgyz police, he may have had links with banned islamic groups, such as the Hezb-e Tahrir party and the Islamic Movement of Uzbekistan as well as Uzbek opposition party leaders.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"Authorities blame the Revolutionary Armed Forces of Colombia (FARC) for an attack on the Cano Limon pipeline, ending a 42-day streak of pumping for the often bombed duct.  This was the 16th bombing of the pipeline so far this year.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"On April 17, a police vehicle was blown up by Taliban militants in Ward 5 of Kandahar.  Using a remote control device, a landmine was detonated underneath a police vehicle, injuring five police officers.  Following the attack, Taliban spokesman Qari Mohammad Yousuf claimed responsibility for the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"Gunmen attacked a police patrol in Kut with gunfire, killing one policeman and wounding two others. Attacks on police are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,A security guard at a Tel Aviv bus station spotted a Palestinian woman placing a package on the pavement next to the bus station.  A 4 kg explosive device was found packed into a laundry detergent box.  The woman was arrested and the bomb defused.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A car bomb detonated in Mosul killing all three people in the car and a bystander. Several other people were injured in the attack and nearby houses were damaged.  Authorities believe that the victims were insurgents who were planning to carry out a suicide attack in the area, when their bomb detonated prematurely.  The intended target of the suicide attack is unknown.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A series of bombs damaged the offices of two branches of the First National City Bank, two branches of Bank of Boston, a branch of the Bank of America, a Coca-Cola warehouse, Eveready offices, a Ford showroom, and offices of Parke-Davis and Xerox.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"During the Bashkir presidential election campaign, a car containing a radio-controlled explosive device was blown up just as a Toyota landcruiser carrying the bodyguards of the Baskortostan president's son was driving past. Two bodyguards were killed in the incident and two were injured.  On April 29, sources reported that three suspects, including one resident of Ufa and two of Chechnya, had been arrested in March on suspicion of involvement in the attack. A large number of weapons were found on the men at the time of their arrest.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A small bomb, hidden in a plastic bag, exploded in front of an office of the National Communications Enterprise, Telecom, in Santa Marta's El Rodadero beach, injuring three people and causing property damage.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,Palestinians in Beit Jala fired on Jerusalem's Gilo neighborhood.  No injuries were reported.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,1,2
explosives,"Insurgents detonated a roadside bomb targeting a water tanker that was delivering water to the Ethiopian forces in the country.  The blast left three people dead and six injured.  Since routing the Union of Islamic Courts (UIC) in December in 2006, both Ethiopia and Somalia's transitional government have been combating a fierce insurgency campaign being waged by Islamic militants affiliated with the UIC.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Unknown assailants in camouflage and masks opened fire on the car of South Ossetia Deputy Premier Valeriy Khubulov, killing him.  The terrorists then blew up the car to cover their tracks.  A businessman, Sergey Zleko, was also killed in the attack.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,1,2
firearms,"Two policemen were killed when they were attacked while on patrol in Salman Pak, south of Baghdad. The gunmen killed both police officers and stole their car.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
fire or firebomb,"A petrol bomb was thrown at a commercial premises on Butcher Street, in Londonderry.  The device hit the outside of the building but caused no damage.  This is one of three petrol bomb attacks in Londonderry on this evening.",3,This text describes an arson attack.,gpt-4o-2024-11-20,1,3,3,3,2,1,1
explosives,"A large bomb, potentially a landmine, exploded at a beer depot in Zanzibar, injuring no one.  The attack was thought to be the work of Muslims who are offended by the consumption of alcohol, particularly during the holy month of Ramadan. Although no group claimed credit for the attack, bombings of bars and churches have not been an infrequent occurrence in the Zanzibar islands, which are 98% Muslim and popularly oriented towards greater autonomy from the mainland.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A building in Buenos Aires, housing several Jewish community organisations, was destroyed by a bomb.  The Argentine Israelite Mutual Assn. and Delegation of Argentine Israelite Assn - two of Argentina's leading Jewish organizations, as well as Jewish historical archives and files on Nazis who fled to Argentina were located in the building.  The 340lb bomb was placed in a van parked at the front door of the building. One side of the van was reinforced with steel plates to direct the blast towards the building.  It was detonated by a suicide bomber.  A group calling itself Ansar Allah (Partisans/Supporters of God - possibly linked with Hezbollah) claimed credit.  Suspicion, however, has instead focused on Lebanese-based Islamic fundamentalists with ties to Tehran, or as a former Iranian diplomat claims, employees of the Iranian Embassy in Buenos Aires.  An Argentine judge issued arrest warrants for four Iranian employees of the Iranian Embassy on suspicion of their involvement.In August 1996 three people were detained by police with suspected links to the bombing.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,Gunmen shot and killed a warrant officer in eastern Baghdad.  Attacks on police personnel are frequent in Iraq.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,"A local government officer, Alagaratnam Jeevaratnam, was shot and killed in front of his house in the Valaichenai area of Batticaloa district.  The attack, which occurred on 21 September, also injured two other people.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,The ELN dynamited a vital Colombian pipeline which is partly owned by Occidental Petroleum.  The ELN insist that they are determined to prevent the extraction of Colombian oil by a multinational company.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,3,3
explosives,"A suspected sound bomb detonated in the women's bathroom of the Malatya Governor's office in the city of Malatya.  Minor damage was caused to the restroom, but there were no reported injuries.  The blast took place during an executive board meeting between members of the Malatya Jounalists' Society and Governor Ibrahim Dazoz.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"An assistant village head was shot and killed in southern Thailand's turbulent Narathiwat province. Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2000 people have perished from the violence.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,3,2
explosives,"Three mortar shells were fired at the Baqubah Governorate building. The mortars landed on a medical center for the treatment of chest disease, wounding one civilian.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,2,1
fire or firebomb,"A small incendiary device was found in the pocket of a garment at the Old Creamery Retail Park in Newry, in County Down.  Police evacuated the premises and were able to safely dispose of the device.  This is one in a series of fire bombings all over Northern Ireland, which are being blamed on dissident republicans.  Police have warned business holders to check their premises for these types of devices because of this spate of attacks.",3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,3
firearms,Three residents of the West Bank settlement of Shavey Shomron were injured in a shooting attack near the settlement.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,4,2
explosives,A qassam rocket was fired at the Sederot settlement. No casualties were reported. The military wing of Hamas claimed responsibility for the attack.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
explosives,Palestine Islamic Jihad claimed responsibility for firing two rockets at the Israeli settlement of Sederot.  No damage or injuries were reported.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,2,1
explosives,"Three car bombs detonated in quick succession in a commercial district of Baghdad, killing twenty-six people and wounding fifty-four others.  The attack occurred as shoppers prepared for the upcoming Eid Athar holiday.  Attacks on crowded, public areas are frequent in Iraq and often have sectarian motivations.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A bomb exploded in the Pamira residential area in front of the Peruvian embassy.  The bomb was apparently thrown by six people in a moving car.  Police detained seven suspects found near the area for investigation. The Lorenzo Zelaya Revolutionary People's Command claimed credit for the explosions.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Coordinated bomb attacks were carried out against three U.S.-Turkish business concerns in Istanbul and Ankara by the left-wing group Dev Sol.  In each attack groups of five armed terrorists tied up office employees, spray-painted slogans, and set off explosives in unoccupied areas of the targeted buildings.  While property damage was extensive, there were no casualties.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,2,1,1,1
explosives,"A remote-detonated car bomb exploded near the Bab al-Sheikh police station in Baghdad's Sheikh Omar district, killing five people and wounding seventeen others.  Attacks on police are frequent in Iraq.Ansar al-Sunnah claimed responsibility for detonating a car bomb near a police precinct in Sheikh Omar on this day.  The group stated that members of the Mahdi Army, a Shiite militia with links to cleric Muqtada al-Sadr, were working with police to target Sunni residents of the area.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A car bomb was remotely detonated near a police patrol in Baghdad, killing one Shiite pilgrim who happened to be passing by. Police in Iraq are the frequent target of insurgent attacks.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A bomb exploded at a school in southern Thailand's turbulent Narathiwat province, injuring five policemen. Attacks on schools are common in Thailand's three southernmost provinces, of which Narathiwat is one. Islamic insurgents in the far south of Thailand continue to target civilians, educators, police, military, as well as religious and community leaders in a campaign of drive-by shootings, arson, and bomb attacks aimed at destabilizing society and pressing for independence from Thailand. The current insurgency has been underway since January 2004 and more than 2000 people have perished from the violence.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,An explosion at Canadian firm Nexen Inc.'s production facilities in Yemen hurt no one but did damage a vehicle parked outside.  Nexen is a global energy and chemicals company. There is no information on the source of the bomb.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"A judge on the Iraqi Special Tribunal which will hears the charges against Saddam Hussein and other members of his government, was assassinated when gunmen opened fire on him and his son, also lawyer, in Baghdad. Barwize Mohammed Mahmoud al-Merani and his son Aryan Barwez al-Merwani, were killed when gunmen in a car opened fire on them as they tried to get into their car near their home.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,Suspected Muslim extremists machine gunned a tour bus carrying Spanish tourists.  One young boy was killed and three other persons were injured.  The bus was attacked despite an accompanying police escort as it neared the village of Nag Hammadi.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A bomb exploded in an empty Middle East Airlines Boeing 720. There were no casualties.  Lebanese officials suspected that the device was planted by Lebanese Shi'ite groups protesting the 1978 disappearance of their leader, Iranian-born Imam Musa Sadr, while on a visit in Libya.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Six explosives in the ethnically mixed village of Klokot injured two US KFOR soldiers who arrived on the scene to investigate the first two explosions.  The blast damaged five of the Serbian-owned houses in the area, one of which was inhabited by an elderly man.  All parties involved have blamed extremists.  Kosovo political parties have sought to blame the attack on each other.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
